Symbol,Price,Change_%,High,Low,Open,Previous_Close,Volume,Average_Volume,RVOL,Yahoo_Close,Dollar_Volume
IOSP,81.62,1.115,82.42,80.86,80.86,80.72,117600.0,213452.0,0.55,81.62000274658203,9598512.0
IOVA,4.23,-3.2037,4.45,4.145,4.41,4.37,9921000.0,14549306.0,0.68,4.230000019073486,41965830.00000001
IPAR,119.28,0.7347,121.66,118.45,118.7,118.41,171300.0,290478.0,0.59,119.27999877929688,20432664.0
IPDN,0.5625,0.4464,0.57,0.5601,0.5602,0.56,4100.0,78588.0,0.05,0.5600000023841858,2306.25
IPGP,107.73,-0.2777,109.3049,106.51,106.88,108.03,303400.0,558844.0,0.54,107.7300033569336,32685282.0
IPM,1.77,1.1429,1.77,1.72,1.75,1.75,8300.0,32766.0,0.25,1.7699999809265137,14691.0
IPSC,2.25,-2.5974,2.31,2.185,2.31,2.31,1200200.0,1337848.0,0.9,2.25,2700450.0
IPST,2.45,-0.4065,2.52,2.32,2.415,2.46,13300.0,76854.0,0.17,2.450000047683716,32585.000000000004
IPW,1.53,-6.7073,1.65,1.44,1.64,1.64,164100.0,519915.0,0.32,1.5299999713897705,251073.0
IPWR,4.57,-1.2959,4.68,4.43,4.59,4.63,145400.0,829958.0,0.18,4.570000171661377,664478.0
IQST,1.02,2.0,1.02,0.98,0.99,1.0,272000.0,3128366.0,0.09,1.0199999809265137,277440.0
IRD,3.92,-2.4876,4.02,3.835,4.01,4.02,598500.0,1040068.0,0.58,3.9200000762939453,2346120.0
IRDM,50.06,-1.0867,50.39,49.345,50.22,50.61,2048700.0,2763004.0,0.74,50.060001373291016,102557922.0
IRHO,10.03,-0.199,10.05,10.03,10.05,10.05,52000.0,39598.0,1.31,10.029999732971191,521559.99999999994
IRIX,1.1,-1.7857,1.125,1.1,1.12,1.12,75600.0,54898.0,1.38,1.100000023841858,83160.0
IRMD,97.2,-0.8568,98.64,97.105,98.23,98.04,88900.0,143298.0,0.62,97.19999694824219,8641080.0
IRON,76.59,-2.9769,79.8,74.99,78.68,78.94,324600.0,625138.0,0.52,76.58999633789062,24861114.0
IRTC,116.13,-1.5138,118.08,114.47,118.08,117.915,478600.0,607192.0,0.79,116.12999725341797,55579818.0
IRWD,4.47,-4.2827,4.65,4.37,4.62,4.67,2773300.0,2631590.0,1.05,4.46999979019165,12396651.0
ISBA,39.12,0.1793,39.85,38.91,39.24,39.05,31500.0,54998.0,0.57,39.119998931884766,1232280.0
ISPC,2.5,-1.5748,2.59,2.4,2.59,2.54,38700.0,414656.0,0.09,2.5,96750.0
ISPR,1.63,7.947,1.66,1.3401,1.54,1.51,71700.0,163224.0,0.44,1.6299999952316284,116870.99999999999
ISRG,406.78,-1.159,415.91,403.2501,412.9,411.55,1859200.0,2436922.0,0.76,406.7799987792969,756285376.0
ISSC,18.85,2.0022,18.9894,18.35,18.42,18.48,194800.0,474074.0,0.41,18.850000381469727,3671980.0000000005
ISTR,29.55,2.0021,29.55,29.0,29.11,28.97,325500.0,178164.0,1.83,29.549999237060547,9618525.0
ITIC,276.0,1.3327,277.85,271.41,273.3,272.37,33100.0,43120.0,0.77,276.0,9135600.0
ITRI,85.1,0.1294,85.95,84.47,85.24,84.99,291800.0,693680.0,0.42,85.0999984741211,24832180.0
IVDA,0.295,2.1115,0.298799,0.2811,0.2903,0.2889,126900.0,8474244.0,0.01,0.30000001192092896,37435.5
IVF,1.13,-2.5862,1.2,1.13,1.17,1.16,106100.0,2957256.0,0.04,1.1299999952316284,119892.99999999999
IVVD,0.7834,-2.5258,0.815,0.7676,0.815,0.8037,2010400.0,4725524.0,0.43,0.7829999923706055,1574947.3599999999
IXHL,3.39,0.5935,3.48,3.29,3.4,3.37,143300.0,299816.0,0.48,3.390000104904175,485787.0
IZEA,3.58,0.0,3.71,3.55,3.62,3.58,47300.0,54942.0,0.86,3.5799999237060547,169334.0
JACK,14.89,-1.8457,15.65,14.48,15.27,15.17,937800.0,1029326.0,0.91,14.890000343322754,13963842.0
JAGX,2.31,-2.5316,2.35,2.21,2.35,2.37,42600.0,109583.0,0.39,2.309999942779541,98406.0
JAKK,22.73,2.9438,22.87,22.035,22.16,22.08,44300.0,56236.0,0.79,22.729999542236328,1006939.0
JANX,16.4,-2.0896,16.83,15.97,16.77,16.75,887900.0,1142926.0,0.78,16.399999618530273,14561559.999999998
JBHT,279.96,-0.9377,288.026,277.095,287.7,282.61,870700.0,976808.0,0.89,279.9599914550781,243761171.99999997
JBIO,20.95,-6.806,23.33,19.76,22.775,22.48,1413200.0,1082020.0,1.31,20.950000762939453,29606540.0
JBLU,5.76,-2.7027,5.94,5.635,5.94,5.92,18249700.0,26695992.0,0.68,5.760000228881836,105118272.0
JBSS,87.17,0.7047,88.8983,85.96,86.61,86.56,138900.0,125534.0,1.11,87.16999816894531,12107913.0
JCAP,18.85,1.7819,18.99,18.115,18.57,18.52,180800.0,287876.0,0.63,18.850000381469727,3408080.0000000005
JFB,4.83,0.4158,4.9003,4.7,4.75,4.81,99400.0,466796.0,0.21,4.829999923706055,480102.0
JJSF,76.49,1.3113,77.27,75.065,75.62,75.5,136700.0,260784.0,0.52,76.48999786376953,10456183.0
JKHY,150.32,0.0666,151.75,147.725,151.1,150.22,1758200.0,1686348.0,1.04,150.32000732421875,264292624.0
JMSB,21.84,-0.1828,22.0,21.65,21.76,21.88,31800.0,43938.0,0.72,21.84000015258789,694512.0
JOUT,44.25,1.1891,45.09,43.7346,43.96,43.73,37600.0,76002.0,0.49,44.25,1663800.0
JRSH,4.56,1.559,4.63,4.47,4.47,4.49,64100.0,967142.0,0.07,4.559999942779541,292296.0
JRVR,4.56,0.885,4.57,4.46,4.52,4.52,182700.0,498758.0,0.37,4.559999942779541,833111.9999999999
JSPR,0.5795,-0.3268,0.68,0.54141,0.59,0.5814,1462900.0,516106.0,2.83,0.5799999833106995,847750.55
JTAI,5.77,1.5845,5.8,5.5,5.64,5.68,33900.0,179152.0,0.19,5.769999980926514,195603.0
JUNS,0.1899,-3.1122,0.1958,0.1899,0.193,0.196,644100.0,8895298.0,0.07,0.1899999976158142,122314.59000000001
JVA,3.53,-0.5634,3.56,3.485,3.545,3.55,22800.0,65762.0,0.35,3.5299999713897705,80484.0
JXG,11.16,-1.457,12.0,11.16,12.0,11.325,2800.0,6562.0,0.43,11.15999984741211,31248.0
JYNT,8.99,-2.3887,9.3499,8.89,9.21,9.21,83500.0,124394.0,0.67,8.989999771118164,750665.0
KALA,1.175,-12.963,1.37,1.16,1.37,1.35,318700.0,132545.0,2.4,1.1749999523162842,374472.5
KALU,159.89,-1.8839,163.79,157.64,161.41,162.96,256900.0,267392.0,0.96,159.88999938964844,41075741.0
KARD,24.635,0.7566,24.88,22.15,24.4,24.45,338700.0,968293.0,0.35,24.639999389648438,8343874.500000001
KDK,4.86,-6.1776,5.19,4.83,5.17,5.18,947000.0,1273932.0,0.74,4.860000133514404,4602420.0
KDP,31.67,3.0924,31.7,30.59,30.61,30.72,7968600.0,13653986.0,0.58,31.670000076293945,252365562.0
KE,25.36,1.8065,25.7589,24.9,24.94,24.91,138400.0,192844.0,0.72,25.360000610351562,3509824.0
KEEL,4.65,-3.9256,4.925,4.56,4.9,4.84,22760700.0,48908034.0,0.47,4.650000095367432,105837255.00000001
KELYA,13.55,0.8185,13.63,13.43,13.6,13.44,204700.0,481958.0,0.42,13.550000190734863,2773685.0
KELYB,23.95,4.6761,23.95,23.95,23.95,22.8801,600.0,2590.0,0.23,23.950000762939453,14370.0
KEQU,36.5948,2.5064,36.97,36.46,36.97,35.7,3700.0,4232.0,0.87,36.59000015258789,135400.76
KFFB,5.0,2.0408,5.0,4.955,4.955,4.9,2900.0,2974.0,0.98,5.0,14500.0
KG,10.25,-2.1012,10.6,10.25,10.33,10.47,8000.0,15930.0,0.5,10.25,82000.0
KGEI,4.88,-5.2427,5.125,4.83,5.12,5.15,131200.0,231186.0,0.57,4.880000114440918,640256.0
KHC,24.85,0.6888,25.045,24.5052,24.71,24.68,6688800.0,14342756.0,0.47,24.850000381469727,166216680.0
KIDS,20.33,0.4943,20.45,19.925,20.29,20.23,57300.0,161390.0,0.36,20.329999923706055,1164909.0
KIDZ,0.75,7.8671,0.75,0.67,0.67,0.6953,781400.0,5376273.0,0.15,0.75,586050.0
KINS,20.21,-0.296,20.41,19.8,20.41,20.27,76200.0,139170.0,0.55,20.209999084472656,1540002.0
KITT,1.05,-1.8692,1.08,1.02,1.08,1.07,194200.0,324826.0,0.6,1.0499999523162842,203910.0
KLAC,231.52,0.8714,232.1,222.13,224.83,229.52,7443800.0,13041816.0,0.57,231.52000427246094,1723388576.0
KLIC,113.41,1.8134,114.875,107.39,109.07,111.39,609600.0,1111834.0,0.55,113.41000366210938,69134736.0
KLRA,20.68,-1.5707,22.05,20.115,21.0,21.01,558300.0,753924.0,0.74,20.68000030517578,11545644.0
KLRS,4.44,-1.1136,4.54,4.33,4.54,4.49,10300.0,83130.0,0.12,4.440000057220459,45732.00000000001
KLTR,1.28,0.7874,1.29,1.255,1.27,1.27,166800.0,407198.0,0.41,1.2799999713897705,213504.0
KLXE,2.46,-0.8065,2.5282,2.405,2.47,2.48,184300.0,314804.0,0.59,2.4600000381469727,453378.0
KMB,112.41,2.256,113.12,110.13,110.64,109.93,3342400.0,4701850.0,0.71,112.41000366210938,375719184.0
KMTS,25.99,-2.6227,26.615,25.26,26.29,26.69,454400.0,351642.0,1.29,25.989999771118164,11809856.0
KOD,41.31,3.0689,42.18,37.05,39.62,40.08,996500.0,762824.0,1.31,41.310001373291016,41165415.0
KOPN,3.9,-4.6455,4.05,3.882,4.03,4.09,2211500.0,9095074.0,0.24,3.9000000953674316,8624850.0
KOSS,3.95,2.0672,3.95,3.8201,3.88,3.87,18200.0,23600.0,0.77,3.950000047683716,71890.0
KPLT,7.2,1.3371,7.235,7.06,7.07,7.105,3300.0,15822.0,0.21,7.199999809265137,23760.0
KPRX,2.51,-1.5686,2.56,2.5,2.53,2.55,4000.0,40490.0,0.1,2.509999990463257,10040.0
KPTI,10.34,1.3725,10.59,9.88,10.3,10.2,320200.0,465744.0,0.69,10.34000015258789,3310868.0
KRMD,4.28,-3.386,4.455,4.235,4.43,4.43,104700.0,140150.0,0.75,4.28000020980835,448116.0
KRNY,9.33,-0.639,9.415,9.275,9.37,9.39,478000.0,484756.0,0.99,9.329999923706055,4459740.0
KROS,11.8,-1.9119,12.185,11.13,12.03,12.03,259100.0,320882.0,0.81,11.800000190734863,3057380.0
KRRO,14.56,1.8182,14.67,13.37,14.31,14.3,233800.0,199040.0,1.17,14.5600004196167,3404128.0
KRT,34.18,0.4113,34.9899,32.8801,33.95,34.04,53300.0,115216.0,0.46,34.18000030517578,1821794.0
KRUS,51.65,-0.1546,52.86,50.475,52.34,51.73,321000.0,387102.0,0.83,51.650001525878906,16579650.0
KRYS,365.81,-1.4627,375.0,355.55,375.0,371.24,363500.0,331444.0,1.1,365.80999755859375,132971935.0
KSCP,1.73,-4.9451,1.81,1.655,1.81,1.82,738600.0,557732.0,1.32,1.7300000190734863,1277778.0
KTCC,4.09,-0.4866,4.25,3.976,4.03,4.11,3600.0,21500.0,0.17,4.090000152587891,14724.0
KTOS,48.19,-1.3511,49.3,47.56,49.0,48.85,2373000.0,5059696.0,0.47,48.189998626708984,114354870.0
KTTA,0.4924,-1.52,0.5054,0.4833,0.5054,0.5,182100.0,921014.0,0.2,0.492000013589859,89666.04
KURA,11.45,-5.2152,12.1,11.1827,12.07,12.08,1338800.0,1885482.0,0.71,11.449999809265137,15329259.999999998
KUST,0.954,5.4144,1.04,0.9,0.9024,0.905,757800.0,3656398.0,0.21,0.949999988079071,722941.2
KVHI,9.21,1.5436,9.27,8.89,9.04,9.07,234200.0,313060.0,0.75,9.210000038146973,2156982.0
KYMR,119.35,0.2941,120.6,114.0,119.52,119.0,665600.0,860484.0,0.77,119.3499984741211,79439360.0
KYNB,7.605,3.8934,7.7195,7.4,7.4,7.32,23500.0,20876.0,1.13,7.605000019073486,178717.5
KYTX,8.485,-13.5066,9.9,8.31,9.88,9.81,1991000.0,1032308.0,1.93,8.484999656677246,16893635.0
LAB,0.9184,-2.0687,0.9661,0.9027,0.9378,0.9378,1250800.0,3958232.0,0.32,0.9200000166893005,1148734.72
LABT,2.61,-1.1364,2.75,2.3701,2.52,2.64,212900.0,308465.0,0.69,2.609999895095825,555669.0
LAKE,11.03,-0.6306,11.24,10.92,11.05,11.1,83200.0,165812.0,0.5,11.029999732971191,917696.0
LAMR,155.18,-4.3575,160.18,154.4,159.73,162.25,714200.0,688014.0,1.04,155.17999267578125,110829556.0
LAND,8.56,0.0,8.645,8.515,8.56,8.56,435000.0,648476.0,0.67,8.5600004196167,3723600.0
LARK,30.43,0.9957,30.53,29.914,29.914,30.13,10800.0,13856.0,0.78,30.43000030517578,328644.0
LASE,1.33,-1.4815,1.36,1.2945,1.35,1.35,1207000.0,17268052.0,0.07,1.3300000429153442,1605310.0
LASR,72.05,-3.5604,76.01,69.66,73.59,74.71,1590800.0,1341012.0,1.19,72.05000305175781,114617140.0
LAUR,40.46,0.1981,40.65,40.11,40.5,40.38,618800.0,1322650.0,0.47,40.459999084472656,25036648.0
LBRDA,30.67,-2.7892,32.095,30.27,31.43,31.55,182700.0,220588.0,0.83,30.670000076293945,5603409.0
LBRDK,30.71,-2.7857,32.32,30.37,32.32,31.59,2404500.0,2024484.0,1.19,30.709999084472656,73842195.0
LBRX,32.95,-2.3414,34.205,31.97,33.74,33.74,186400.0,243094.0,0.77,32.95000076293945,6141880.000000001
LCID,5.55,-4.8027,6.02,5.545,5.97,5.83,8278900.0,15513180.0,0.53,5.550000190734863,45947895.0
LCNB,17.63,0.1705,17.7707,17.47,17.68,17.6,16800.0,28530.0,0.59,17.6299991607666,296184.0
LCUT,8.28,1.5951,8.385,7.87,8.03,8.15,119500.0,225506.0,0.53,8.279999732971191,989459.9999999999
LE,11.26,5.1354,11.325,10.6,10.71,10.71,349600.0,270160.0,1.29,11.260000228881836,3936496.0
LEDS,1.63,5.1613,1.64,1.595,1.595,1.55,5100.0,42140.0,0.12,1.6299999952316284,8313.0
LEE,8.11,-2.6411,8.385,7.72,8.33,8.33,47800.0,82272.0,0.58,8.109999656677246,387658.0
LEGH,26.35,0.076,27.41,26.34,26.4,26.33,153100.0,93762.0,1.63,26.350000381469727,4034185.0
LENZ,5.59,-3.4542,5.86,5.3414,5.85,5.79,1202700.0,851834.0,1.41,5.590000152587891,6723093.0
LESL,6.24,-5.1672,6.7,6.1,6.61,6.58,259900.0,1342110.0,0.19,6.239999771118164,1621776.0
LEXX,0.6466,5.1382,0.65,0.5801,0.622,0.615,55300.0,113086.0,0.49,0.6470000147819519,35756.979999999996
LFCR,4.75,0.0,5.035,4.62,4.76,4.75,145600.0,216058.0,0.67,4.75,691600.0
LFMD,4.64,-1.9027,4.83,4.585,4.73,4.73,508400.0,998476.0,0.51,4.639999866485596,2358976.0
LFST,10.705,-0.8796,10.875,10.585,10.75,10.8,2908900.0,5263206.0,0.55,10.704999923706055,31139774.5
LFTO,24.83,0.1614,25.72,24.42,24.79,24.79,772000.0,1512612.0,0.51,24.829999923706055,19168760.0
LFUS,415.16,1.1204,417.23,405.32,406.44,410.56,280200.0,360830.0,0.78,415.1600036621094,116327832.0
LFVN,6.24,-0.16,6.37,6.16,6.25,6.25,117500.0,534492.0,0.22,6.239999771118164,733200.0
LGIH,59.39,2.2379,60.83,58.225,58.25,58.09,165600.0,408278.0,0.41,59.38999938964844,9834984.0
LGN,73.66,-0.4191,75.21,72.4,74.27,73.97,784800.0,1544080.0,0.51,73.66000366210938,57808368.0
LGND,316.24,-1.9745,322.805,310.67,322.23,322.61,148600.0,360204.0,0.41,316.239990234375,46993264.0
LGVN,0.675,3.7663,0.68,0.6601,0.665,0.6505,111400.0,330480.0,0.34,0.675000011920929,75195.0
LHAI,1.15,-12.8788,1.245,1.05,1.24,1.32,1402000.0,8197334.0,0.17,1.149999976158142,1612299.9999999998
LIDR,1.34,-1.4706,1.3721,1.32,1.36,1.36,270700.0,1371602.0,0.2,1.340000033378601,362738.0
LIEN,9.815,-0.5572,10.12,9.71,9.9,9.87,86800.0,79110.0,1.1,9.8149995803833,851942.0
LIF,54.57,0.4233,56.49,53.93,56.49,54.34,412000.0,781668.0,0.53,54.56999969482422,22482840.0
LIFE,20.09,6.8049,20.35,18.77,18.97,18.81,481900.0,559728.0,0.86,20.09000015258789,9681371.0
LILA,7.29,-0.2736,7.35,6.97,7.31,7.31,629700.0,870856.0,0.72,7.289999961853027,4590513.0
LILAK,7.23,-0.5502,7.28,6.91,7.19,7.27,1536100.0,1692045.0,0.91,7.230000019073486,11106003.0
LIMN,0.1144,-6.9919,0.1148,0.106,0.11,0.123,3165300.0,23596536.0,0.13,0.11400000005960464,362110.32
LINC,54.24,-0.8047,54.94,52.57,54.48,54.68,276200.0,545862.0,0.51,54.2400016784668,14981088.0
LIND,26.52,1.4537,26.7979,26.17,26.5,26.14,869300.0,904618.0,0.96,26.520000457763672,23053836.0
LINE,43.12,-1.9554,44.105,43.0,43.785,43.98,728000.0,1051228.0,0.69,43.119998931884766,31391360.0
LINK,4.195,0.5995,4.2852,4.15,4.17,4.17,7900.0,135428.0,0.06,4.195000171661377,33140.5
LIQT,0.7448,0.9625,0.7622,0.7121,0.73,0.7377,84500.0,369766.0,0.23,0.7400000095367432,62935.6
LITE,802.01,2.0668,806.5631,761.62,769.545,785.77,3669900.0,5875206.0,0.62,802.010009765625,2943296499.0
LITS,1.01,1.712,1.01,0.985,0.9926,0.993,103900.0,432298.0,0.24,1.0099999904632568,104939.0
LIVE,10.76,1.9905,11.63,10.7342,11.29,10.55,17500.0,9710.0,1.8,10.760000228881836,188300.0
LIXT,7.34,1.8031,7.7,6.54,7.4,7.21,235500.0,315742.0,0.75,6.260000228881836,1728570.0
LKFN,60.4,0.919,60.6899,59.92,60.16,59.85,140700.0,223182.0,0.63,60.400001525878906,8498280.0
LKQ,25.38,-0.0394,25.875,25.37,25.67,25.39,1781500.0,3155740.0,0.56,25.3799991607666,45214470.0
LLYVA,99.63,-2.3331,102.06,99.13,102.06,102.01,232000.0,331748.0,0.7,99.62999725341797,23114160.0
LLYVK,103.21,-2.1057,105.685,102.79,105.56,105.43,299300.0,426658.0,0.7,103.20999908447266,30890752.999999996
LMAT,102.74,0.332,103.36,100.99,102.42,102.4,311500.0,331734.0,0.94,102.73999786376953,32003510.0
LMB,75.57,-2.5909,77.4,75.48,77.17,77.58,158300.0,312910.0,0.51,75.56999969482422,11962730.999999998
LMFA,0.1321,3.5266,0.134799,0.1219,0.1239,0.1276,1036000.0,2145766.0,0.48,0.13199999928474426,136855.6
LMNR,13.27,0.3782,13.375,13.1,13.22,13.22,89700.0,100398.0,0.89,13.270000457763672,1190319.0
LMRI,12.0,-1.4778,12.79,11.82,12.32,12.18,328500.0,878046.0,0.37,12.0,3942000.0
LNAI,2.94,7.6923,2.99,2.79,2.79,2.73,82200.0,1370155.0,0.06,2.940000057220459,241668.0
LNSR,6.01,1.3491,6.09,5.95,6.0,5.93,13200.0,80312.0,0.16,6.010000228881836,79332.0
LNT,76.4,0.9247,76.62,75.7,75.73,75.7,1680600.0,2573790.0,0.65,76.4000015258789,128397840.00000001
LNTH,105.64,-0.3302,106.98,104.59,105.99,105.99,942400.0,1044332.0,0.9,105.63999938964844,99555136.0
LNZA,5.73,-4.9751,6.4,5.62,6.05,6.03,114300.0,169386.0,0.67,5.730000019073486,654939.0
LOAN,4.24,-0.4695,4.3162,4.23,4.25,4.26,22900.0,31380.0,0.73,4.239999771118164,97096.0
LOCO,16.65,1.339,16.85,16.53,16.53,16.43,136100.0,346138.0,0.39,16.649999618530273,2266065.0
LONA,9.6,2.2364,9.6985,9.1,9.12,9.39,39000.0,30490.0,1.28,9.600000381469727,374400.0
LOOP,0.82,2.1552,0.888799,0.800399,0.831,0.8027,18600.0,75264.0,0.25,0.8199999928474426,15252.0
LOPE,151.0,0.2589,152.6,150.15,152.28,150.61,185700.0,332038.0,0.56,151.0,28040700.0
LOVE,16.77,-1.6999,17.39,16.75,16.97,17.06,101500.0,186356.0,0.54,16.770000457763672,1702155.0
LPCN,2.41,-2.4291,2.45,2.38,2.45,2.47,25300.0,96500.0,0.26,2.4100000858306885,60973.0
LPLA,317.03,1.7851,318.22,310.67,315.0,311.47,668000.0,1067528.0,0.63,317.0299987792969,211776039.99999997
LPRO,3.12,-0.3195,3.14,3.12,3.13,3.13,2716100.0,3002404.0,0.9,3.119999885559082,8474232.0
LPSN,1.84,1.0989,1.86,1.7902,1.82,1.82,29100.0,106940.0,0.27,1.840000033378601,53544.0
LPTH,11.74,-6.3796,12.5563,11.409,12.5,12.54,2775200.0,3802742.0,0.73,11.739999771118164,32580848.0
LQDA,77.93,-4.3217,80.825,76.15,80.59,81.45,1165700.0,2076008.0,0.56,77.93000030517578,90843001.00000001
LQDT,39.0,1.0886,39.0,38.17,38.58,38.58,128300.0,191208.0,0.67,39.0,5003700.0
LRCX,350.33,-0.8041,354.73,338.1319,341.36,353.17,6886600.0,11554038.0,0.6,350.3299865722656,2412582578.0
LRHC,1.07,-3.6036,1.12,1.056,1.11,1.11,45900.0,656248.0,0.07,1.0700000524520874,49113.0
LRMR,4.28,3.632,4.32,3.85,4.12,4.13,3445400.0,2396426.0,1.44,4.28000020980835,14746312.0
LSAK,4.85,-0.2058,4.9,4.82,4.88,4.86,69100.0,157686.0,0.44,4.849999904632568,335135.0
LSBK,17.05,0.2941,17.05,17.0,17.0,17.0,4000.0,10178.0,0.39,17.049999237060547,68200.0
LSCC,137.44,-1.4979,139.48,135.0,136.31,139.53,1076900.0,2268362.0,0.47,137.44000244140625,148009136.0
LSH,0.435,-0.2751,0.459,0.41,0.437,0.4362,31700.0,107122.0,0.3,0.4350000023841858,13789.5
LSTA,3.27,1.0819,3.39,3.27,3.39,3.235,63200.0,106720.0,0.59,3.2699999809265137,206664.0
LSTR,209.32,0.78,212.01,206.54,208.48,207.7,308200.0,500344.0,0.62,209.32000732421875,64512424.0
LTBR,8.42,-1.979,8.75,8.31,8.63,8.59,350400.0,943600.0,0.37,8.420000076293945,2950368.0
LTRN,3.6,7.4627,3.71,3.33,3.4,3.35,175400.0,251778.0,0.7,3.5999999046325684,631440.0
LTRX,5.6,-1.7544,5.72,5.525,5.65,5.7,645500.0,1390830.0,0.46,5.599999904632568,3614800.0
LUCD,1.0,0.9897,1.01,0.9722,0.99,0.9902,822200.0,1292604.0,0.64,1.0,822200.0
LUCY,1.08,0.9346,1.19,1.02,1.115,1.07,14632700.0,5386282.0,2.72,1.0800000429153442,15803316.000000002
LULU,119.26,2.3603,121.41,117.16,118.26,116.51,3110800.0,3853420.0,0.81,119.26000213623047,370994008.0
LUNG,1.54,4.7619,1.55,1.43,1.46,1.47,206600.0,516216.0,0.4,1.5399999618530273,318164.0
LUNR,16.14,-4.497,16.94,15.92,16.85,16.9,9335700.0,14314294.0,0.65,16.139999389648438,150678198.0
LVLU,8.64,1.5909,9.68,8.04,8.5,8.5047,10000.0,11224.0,0.89,8.640000343322754,86400.0
LVO,5.23,0.1916,5.31,5.14,5.165,5.22,7600.0,76516.0,0.1,5.230000019073486,39748.0
LWAY,31.7,2.5558,31.78,30.0,30.79,30.91,182000.0,188154.0,0.97,31.700000762939453,5769400.0
LWLG,6.83,-3.6671,7.08,6.58,7.03,7.09,2571900.0,7087710.0,0.36,6.829999923706055,17566077.0
LXEO,4.82,-4.5545,5.09,4.635,5.05,5.05,744600.0,847274.0,0.88,4.820000171661377,3588972.0
LXRX,2.22,-1.3333,2.25,2.14,2.25,2.25,2298600.0,3570430.0,0.64,2.2200000286102295,5102892.0
LYEL,15.01,-1.3149,15.45,13.8067,15.17,15.21,116600.0,160472.0,0.73,15.010000228881836,1750166.0
LYFT,15.61,-0.8259,16.18,15.52,15.88,15.74,8818600.0,14473062.0,0.61,15.609999656677246,137658346.0
LYTS,24.16,-0.9836,24.57,24.15,24.4,24.4,208700.0,490738.0,0.43,24.15999984741211,5042192.0
LZ,7.25,0.5548,7.39,7.13,7.32,7.21,4051200.0,2981182.0,1.36,7.25,29371200.0
MAKO,7.71,-0.6443,7.7643,7.59,7.71,7.76,55700.0,165762.0,0.34,7.710000038146973,429447.0
MAMA,19.05,4.9009,19.17,17.81,18.0,18.16,558000.0,630548.0,0.88,19.049999237060547,10629900.0
MAMO,0.9349,0.9611,0.944,0.92,0.9261,0.926,30300.0,341746.0,0.09,0.9350000023841858,28327.469999999998
MANH,154.9,-1.1045,161.26,152.19,160.0,156.63,483900.0,633672.0,0.76,154.89999389648438,74956110.0
MAR,376.11,0.9773,378.32,372.7827,372.82,372.47,1028400.0,1514988.0,0.68,376.1099853515625,386791524.0
MARA,12.6,-4.6899,13.68,12.33,13.64,13.22,45742100.0,43385556.0,1.05,12.600000381469727,576350460.0
MASS,8.1,-0.369,8.21,7.96,8.09,8.13,169400.0,306998.0,0.55,8.100000381469727,1372140.0
MAT,13.33,1.1381,13.385,13.17,13.25,13.18,2989700.0,4634268.0,0.65,13.329999923706055,39852701.0
MATW,26.66,-1.1861,27.37,26.61,26.92,26.98,151000.0,317234.0,0.48,26.65999984741211,4025660.0
MAYS,38.0,-4.9762,38.0,38.0,38.0,39.99,600.0,1890.0,0.32,38.0,22800.0
MAZE,30.57,-5.7064,32.67,28.9901,32.22,32.42,789800.0,651552.0,1.21,30.56999969482422,24144186.0
MBBC,15.17,-0.7199,15.3,14.94,14.98,15.28,0.0,16680.0,0.0,15.170000076293945,0.0
MBIN,48.02,0.5023,48.26,47.4221,47.61,47.78,84500.0,158702.0,0.53,48.02000045776367,4057690.0000000005
MBIO,0.7036,-4.9061,0.737,0.6822,0.737,0.7399,61800.0,157144.0,0.39,0.7039999961853027,43482.48
MBLY,9.55,0.2099,9.81,9.49,9.55,9.53,8991100.0,6320084.0,1.42,9.550000190734863,85865005.0
MBOT,1.89,1.6129,1.9,1.83,1.88,1.86,358300.0,1369760.0,0.26,1.8899999856948853,677187.0
MBRX,2.28,-6.5574,2.43,2.25,2.43,2.44,138300.0,602558.0,0.23,2.2799999713897705,315324.0
MBUU,26.74,1.9443,26.995,26.115,26.33,26.23,229300.0,337786.0,0.68,26.739999771118164,6131482.0
MBWM,57.02,0.742,57.14,56.06,56.48,56.6,93900.0,131662.0,0.71,57.02000045776367,5354178.0
MBX,61.05,-7.0918,65.435,60.0107,64.9,65.71,852000.0,873882.0,0.97,61.04999923706055,52014600.0
MCBS,35.6,0.1688,36.09,34.46,35.45,35.54,84900.0,86832.0,0.98,35.599998474121094,3022440.0
MCFT,24.15,0.4576,24.49,23.9598,23.99,24.04,83400.0,176474.0,0.47,24.149999618530273,2014109.9999999998
MCHB,16.15,0.8115,16.195,15.96,16.06,16.02,247300.0,485732.0,0.51,16.149999618530273,3993894.9999999995
MCHP,88.59,0.3739,89.45,86.52,87.82,88.26,6677400.0,12249970.0,0.55,88.58999633789062,591550866.0
MCHX,1.73,0.8746,1.74,1.72,1.72,1.715,6700.0,22098.0,0.3,1.7300000190734863,11591.0
MCRB,6.11,-9.3472,6.8477,6.025,6.73,6.74,154400.0,84466.0,1.83,6.110000133514404,943384.0
MCRI,123.86,-1.3539,126.92,123.65,124.87,125.56,101800.0,164130.0,0.62,123.86000061035156,12608948.0
MDAI,1.72,0.0,1.76,1.69,1.72,1.72,251400.0,672984.0,0.37,1.7200000286102295,432408.0
MDB,342.08,-5.7293,373.33,339.395,371.55,362.87,1401800.0,2152012.0,0.65,342.0799865722656,479527744.0
MDCX,0.4076,-3.5266,0.435,0.395,0.4224,0.4225,806000.0,2239634.0,0.36,0.40799999237060547,328525.60000000003
